Share Names,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover in Lacs,Deliverable Qty,% Dly Qt to Traded Qty
Share1,12-Dec-16,1675.35,1668.45,1690,1586.05,1626,1623.95,1615.71,157322,254187007.4,17883,11.37
Share1,13-Dec-16,1623.95,1625,1673.55,1619.6,1640,1639.75,1646.57,25510,42004060.7,13348,52.32
Share1,14-Dec-16,1639.75,1640,1660,1600.05,1615,1609.35,1628.61,22697,36964638.25,17304,76.24
Share1,15-Dec-16,1609.35,1618,1649,1595,1636,1632.6,1628.62,9109,14835062.8,5007,54.97
Share1,16-Dec-16,1632.6,1638,1638,1593,1616.7,1601.95,1605.46,26306,42233203.35,17601,66.91
Share1,19-Dec-16,1601.95,1623.8,1640,1607.15,1632,1632.8,1625.79,33996,55270294.05,30324,89.2
Share1,20-Dec-16,1632.8,1630,1649,1620.6,1647.75,1632,1626.3,11297,18372319.15,7886,69.81
Share1,21-Dec-16,1632,1643.95,1643.95,1624,1626.3,1639.85,1639.78,107109,175635301.1,103796,96.91
Share1,22-Dec-16,1639.85,1631,1638.95,1592,1610,1607.6,1602.93,42489,68106811.6,35680,83.97
Share1,23-Dec-16,1607.6,1600,1640,1590.4,1596,1601.2,1627.17,96041,156275265.2,24234,25.23
Share1,26-Dec-16,1601.2,1594.95,1594.95,1532.25,1545,1546.1,1557.74,18666,29076729.5,9409,50.41
Share1,27-Dec-16,1546.1,1565,1624.9,1519,1620,1607.55,1586.52,16043,25452475.95,10251,63.9
Share1,28-Dec-16,1607.55,1645,1650,1592,1622.5,1612.7,1618.03,16722,27056701.4,6794,40.63
Share1,29-Dec-16,1612.7,1617.95,1643.7,1604.1,1612.85,1627.8,1625.95,7154,11632067.75,2928,40.93
Share1,30-Dec-16,1627.8,1628,1640,1615.25,1619,1628.65,1632.87,10304,16825094.7,7063,68.55
Share1,2-Jan-17,1628.65,1626,1639,1610.25,1612.25,1622.25,1623.78,9913,16096511.85,6137,61.91
Share1,3-Jan-17,1622.25,1635,1669.5,1622,1651,1655.15,1651.25,24497,40450646.95,14010,57.19
Share1,4-Jan-17,1655.15,1655.15,1679,1648.65,1668.55,1667.35,1663.83,14271,23744558.75,9776,68.5
Share1,5-Jan-17,1667.35,1670.9,1670.9,1655,1664.95,1661.95,1663.23,10540,17530478.4,8177,77.58
Share1,6-Jan-17,1661.95,1664.9,1669,1655,1659.9,1659.9,1661.6,11179,18575020.35,8577,76.72
Share1,9-Jan-17,1659.9,1669,1689,1661.7,1672,1681.2,1676.95,16158,27096237.6,11457,70.91
Share1,10-Jan-17,1681.2,1696.15,1719,1675.05,1684,1683.75,1688.16,21579,36428854.3,10684,49.51
Share1,11-Jan-17,1683.75,1673.05,1699,1671,1693,1692.7,1685.61,11839,19955937.95,7249,61.23
Share1,12-Jan-17,1692.7,1690,1699.5,1671.3,1681.95,1683.25,1681.99,12347,20767580.75,6898,55.87
Share1,13-Jan-17,1683.25,1678,1697,1670.25,1682.3,1686.85,1682.94,12666,21316134.35,8393,66.26
Share1,16-Jan-17,1686.85,1663,1683,1658.05,1668.5,1667.45,1669.63,22349,37314588,20340,91.01
Share1,17-Jan-17,1667.45,1668.8,1684.9,1650.25,1653,1666.05,1665.48,14502,24152753.05,10998,75.84
Share1,18-Jan-17,1666.05,1653.2,1700,1648.5,1650,1654.25,1658.88,16450,27288618.95,13239,80.48
Share1,19-Jan-17,1654.25,1640,1665,1640,1655,1654.5,1652.35,8304,13721101.15,6895,83.03
Share1,20-Jan-17,1654.5,1654,1658,1639,1639,1645.5,1648.45,8646,14252467.15,6370,73.68
Share1,23-Jan-17,1645.5,1631.05,1654,1630.55,1640.05,1643.05,1639.81,9722,15942266.65,7065,72.67
Share1,24-Jan-17,1643.05,1633,1660.45,1633,1655,1651.85,1650.01,27253,44967586.35,24002,88.07
Share1,25-Jan-17,1651.85,1655,1658,1625,1650,1646.6,1644.66,40990,67414544.55,34024,83.01
Share1,27-Jan-17,1646.6,1640,1666.85,1635.05,1655,1659.9,1656.71,17898,29651824.3,13233,73.94
Share1,30-Jan-17,1659.9,1659.9,1685,1633.55,1678,1656.6,1646.05,34486,56765701.8,28170,81.69
Share1,31-Jan-17,1656.6,1655,1675,1644.1,1650,1668.35,1656.17,25421,42101442.35,20428,80.36
Share1,1-Feb-17,1668.35,1667,1705,1647.1,1700.05,1694.75,1681.08,51808,87093270.85,42813,82.64
Share1,2-Feb-17,1694.75,1686.3,1798.7,1686.3,1748,1770.5,1733.1,56804,98446807.45,37364,65.78
Share1,3-Feb-17,1770.5,1768,1834,1750.05,1794.8,1811.75,1770.91,94644,167606043,77247,81.62
Share1,6-Feb-17,1811.75,1834,1834,1788.05,1803,1818.9,1815.17,27089,49171155.3,13559,50.05
Share1,7-Feb-17,1818.9,1822,1845,1790,1806,1816,1818.26,43206,78559749.5,16079,37.21
Share1,8-Feb-17,1816,1814.9,1840,1803.1,1817.2,1831.2,1821.8,14051,25598088.35,7007,49.87
Share1,9-Feb-17,1831.2,1820.05,1839,1805.1,1807.1,1812.2,1822.57,10691,19485142.75,3584,33.52
Share1,10-Feb-17,1812.2,1814,1846,1773.25,1838.95,1830.45,1816,76093,138184907.9,11889,15.62
Share1,13-Feb-17,1830.45,1829.7,1870,1822,1844,1847.35,1848.95,36178,66891162.2,12551,34.69
Share1,14-Feb-17,1847.35,1845,1886.95,1836,1880.05,1874.25,1868.73,37722,70492400.7,22904,60.72
Share1,15-Feb-17,1874.25,1861.1,2019,1861.1,1965.1,1977,1980.48,375039,742758872.5,141265,37.67
Share1,16-Feb-17,1977,1979,2024,1933.85,2004,2010.2,1991.41,72835,145044489,14945,20.52
Share1,17-Feb-17,2010.2,2010.2,2026.85,1986,1988.15,2001.5,2001.09,81569,163227270.6,57773,70.83
Share1,20-Feb-17,2001.5,1990.8,2077.3,1990.8,2030,2035.35,2029.93,68310,138664353.7,34306,50.22
Share1,21-Feb-17,2035.35,2020.5,2045.65,1975.55,1990,2000.05,2015.04,346789,698793845.3,326350,94.11
Share1,22-Feb-17,2000.05,2006.9,2038,1985,2015.2,2022.55,2010.4,107908,216938744.5,85945,79.65
Share1,23-Feb-17,2022.55,2006.15,2098,2006.15,2078,2076.85,2070.05,65409,135400061.3,28940,44.24
Share1,27-Feb-17,2076.85,2077.9,2185,2075,2135,2154.75,2153.5,191498,412390693.6,107951,56.37
Share1,28-Feb-17,2154.75,2121,2184,2121,2132,2141.55,2155.26,53551,115416534.9,19305,36.05
Share1,1-Mar-17,2141.55,2154.35,2162,2132,2140,2144.15,2145.42,43868,94115181.7,23989,54.68
Share1,2-Mar-17,2144.15,2144,2160,2084.2,2146,2142.1,2135.86,31306,66865268.05,14840,47.4
Share1,3-Mar-17,2142.1,2123,2150,2123,2130.05,2138.95,2138.41,21328,45608011.1,14349,67.28
Share1,6-Mar-17,2138.95,2128,2155,2090,2103.95,2110.2,2131.88,29713,63344682.5,18381,61.86
Share1,7-Mar-17,2110.2,2103.95,2119.85,2039.25,2044.7,2048.6,2072.71,20724,42954825.05,10241,49.42
Share1,8-Mar-17,2048.6,2048,2064.95,1955.25,1983,1974.75,2013.55,152272,306606768.4,129759,85.22
Share1,9-Mar-17,1974.75,1980,2022.95,1960.15,1970,1977.95,1990.19,29279,58270900.7,14681,50.14
Share1,10-Mar-17,1977.95,1994.95,2010,1966,1970,1977.75,1982.05,14067,27881502.95,8323,59.17
Share1,14-Mar-17,1977.75,1981,1998,1915.25,1930,1930.5,1934.77,198150,383374155.6,153186,77.31
Share1,15-Mar-17,1930.5,1945.95,2000,1895.65,1900,1927.5,1947.2,113577,221157035.6,73536,64.75
Share1,16-Mar-17,1927.5,1930,1970,1930,1950,1953.5,1954.14,25813,50442325.5,13437,52.06
Share1,17-Mar-17,1953.5,1960,2060,1960,2024,2021.8,1995.2,254898,508571437.9,223497,87.68
Share1,20-Mar-17,2021.8,2030,2134,2022.25,2095,2105.3,2079.47,64693,134527107,34807,53.8
Share1,21-Mar-17,2105.3,2119.95,2169,2085,2130,2134.15,2140.87,66877,143175002.7,35194,52.62
Share1,22-Mar-17,2134.15,2124.8,2179,2107.05,2160.8,2170.35,2159.34,77300,166916881.5,45848,59.31
Share1,23-Mar-17,2170.35,2179.95,2218.95,2165,2183.95,2185,2194.7,35429,77755910.05,13644,38.51
Share1,24-Mar-17,2185,2199,2224,2166,2206,2203.9,2200.95,55736,122672313,21977,39.43
Share1,27-Mar-17,2203.9,2205,2226.85,2190.2,2207.9,2211.3,2207.51,25358,55978079.2,13484,53.17
Share1,28-Mar-17,2211.3,2211.2,2227.95,2191,2199.95,2207.2,2212.19,19660,43491605.8,10474,53.28
Share1,29-Mar-17,2207.2,2194,2195.95,2099,2116.8,2150.8,2167.25,76979,166832701.9,36363,47.24
Share1,30-Mar-17,2150.8,2193.95,2196.95,2131.3,2172,2172.75,2169.73,53826,116788008.1,19108,35.5
Share1,31-Mar-17,2172.75,2173,2224,2154.05,2190,2204.9,2189.27,45532,99681870.65,28303,62.16
Share1,3-Apr-17,2204.9,2207.05,2235,2154.05,2170,2163.35,2197.7,29458,64739818.6,16216,55.05
Share1,5-Apr-17,2163.35,2164,2240.75,2160.05,2204,2207.95,2205.83,44851,98933730.5,28425,63.38
Share1,6-Apr-17,2207.95,2206,2206,2177.05,2185.15,2199.9,2193.57,11292,24769804.1,6134,54.32
Share1,7-Apr-17,2199.9,2195,2211.9,2162.05,2196,2202,2194.78,19838,43540048.2,11692,58.94
Share1,10-Apr-17,2202,2204,2210,2127,2148,2141.6,2160.14,27510,59425372.9,17670,64.23
Share1,11-Apr-17,2141.6,2120,2170,2102,2118,2127.1,2129.43,115252,245421202.7,101717,88.26
Share1,12-Apr-17,2127.1,2122.55,2170,2107,2135,2141.9,2133.84,16412,35020624.15,7849,47.82
Share1,13-Apr-17,2141.9,2135.35,2151,2104,2115,2110.65,2119.95,21885,46395196.85,13717,62.68
Share1,17-Apr-17,2110.65,2110.7,2165,2085,2145,2152.15,2127.54,12001,25532553.95,7038,58.65
Share1,18-Apr-17,2152.15,2128.35,2151.95,2070,2070,2086.95,2109,23951,50512603.6,14202,59.3
Share1,19-Apr-17,2086.95,2070,2094,2050,2057,2075.7,2071.93,16764,34733777.65,8603,51.32
Share1,20-Apr-17,2075.7,2058.7,2400,2053.6,2119,2138.4,2103.89,17619,37068399.45,11366,64.51
Share1,21-Apr-17,2138.4,2121,2139.9,2061,2062.65,2068.3,2094.39,28409,59499546.8,18238,64.2
Share1,24-Apr-17,2068.3,2088,2088,1999,2020,2021.7,2047.13,31358,64194044.35,19296,61.53
Share1,25-Apr-17,2021.7,2007.1,2038.7,1978,1980,1984.8,2006.56,32781,65776933.7,21713,66.24
Share1,26-Apr-17,1984.8,1990,2027,1940.05,1940.25,1957.15,1975.06,41592,82146607.5,22454,53.99
Share1,27-Apr-17,1957.15,1960,1964.9,1897,1910.2,1924,1921.33,30548,58692833.95,13253,43.38
Share1,28-Apr-17,1924,1924.9,1991.45,1903.5,1965,1971.4,1943.63,28710,55801701.95,13818,48.13
Share2,30-Apr-15,68.8,68.7,70.2,67.9,69.8,69.6,69.42,15964000,1108288009,5397920,33.81
Share2,4-May-15,69.6,70.1,71.95,70,71.35,71.3,71.24,14652751,1043828382,3904432,26.65
Share2,5-May-15,71.3,71.75,72,69.8,70.55,70.55,70.99,10815980,767863315.4,2497407,23.09
Share2,6-May-15,70.55,70.2,70.6,66.25,66.4,66.9,68.22,12465319,850369028.2,3374522,27.07
Share2,7-May-15,66.9,66.4,67.45,64.4,65.5,65.65,65.97,17740449,1170311352,4518906,25.47
Share2,8-May-15,65.65,66.85,69.1,66.75,68.7,68.7,68.16,10418689,710100786.1,2669590,25.62
Share2,11-May-15,68.7,69.6,74.75,69.5,74.15,74.3,72.52,24676148,1789419378,8376925,33.95
Share2,12-May-15,74.3,75,75.5,69.55,72.3,71.95,73.77,36633277,2702366980,6969302,19.02
Share2,13-May-15,71.95,72.3,72.75,68.1,69.65,69.65,69.75,35857178,2501037268,7208108,20.1
Share2,14-May-15,69.65,69.3,71.75,68.15,71.4,71.35,70.27,20440046,1436256638,4701034,23
Share2,15-May-15,71.35,71.8,71.8,69,69.8,69.95,70.14,15841942,1111118408,6518894,41.15
Share2,18-May-15,69.95,70.6,70.95,70,70.75,70.8,70.57,8700703,614019455.4,2233657,25.67
Share2,19-May-15,70.8,70.8,71.6,70.15,70.5,70.5,70.85,8784307,622338124.8,2422966,27.58
Share2,20-May-15,70.5,71,71.5,69.9,70.75,70.85,70.79,7226688,511587466.1,1736061,24.02
Share2,21-May-15,70.85,71.05,71.05,69.4,70.15,70.2,70.21,8900477,624891190.2,3516708,39.51
Share2,22-May-15,70.2,70,70.4,69.05,69.15,69.2,69.74,7027914,490158185.4,2120104,30.17
Share2,25-May-15,69.2,69.2,69.6,68.3,69.15,68.95,69,6382927,440438891.7,1844415,28.9
Share2,26-May-15,68.95,69.25,69.7,68.7,69.4,69.3,69.22,5293018,366370588,1673230,31.61
Share2,27-May-15,69.3,69,71.15,68.55,71.05,71,70.26,8732792,613576622.7,2619704,30
Share2,28-May-15,71,71.7,72.25,70.25,70.55,70.5,71.1,12435199,884122889.2,4838663,38.91
Share2,29-May-15,70.5,70.7,71.7,70.15,71.55,71.45,70.97,8747874,620809603.6,3718922,42.51
Share2,1-Jun-15,71.45,71.55,73,71.3,71.85,71.95,72.18,9188878,663224012.9,2525572,27.49
Share2,2-Jun-15,71.95,72.25,72.45,68.4,68.85,69.2,70.8,10569814,748308935.5,3228793,30.55
Share2,3-Jun-15,69.2,68.95,69.15,65.35,67.6,67.5,67.32,12407652,835309229.3,4311794,34.75
Share2,4-Jun-15,67.5,67.6,68.2,65.75,66.8,66.8,66.78,10473901,699431338,4413673,42.14
Share2,5-Jun-15,66.8,66.8,68.5,66,67.7,67.65,67.81,8894686,603113982.6,3146265,35.37
Share2,8-Jun-15,67.65,67.95,68.4,66.2,66.4,66.5,66.98,6412070,429483160.2,2584514,40.31
Share2,9-Jun-15,66.5,66.2,67.15,65.8,66.2,66.3,66.44,5209788,346160851.1,1270195,24.38
Share2,10-Jun-15,66.3,66.45,67.7,66.45,67.6,67.4,67.34,4728800,318429584.4,1207269,25.53
Share2,11-Jun-15,67.4,68,68.3,64.85,65.7,65.65,66.27,14063048,931978877.1,6457252,45.92
Share2,12-Jun-15,65.65,64.95,66.2,64.65,65.8,65.8,65.68,7346855,482540110.4,2985027,40.63
Share2,15-Jun-15,65.8,66.3,67.1,64.9,65.1,65.35,66.16,6855533,453547591.3,1891978,27.6
Share2,16-Jun-15,65.35,65.3,65.3,64,65,64.95,64.72,6398909,414129151,1626442,25.42
Share2,17-Jun-15,64.95,65.2,66.15,64.35,65.75,65.65,65.42,8677035,567642632.4,2783877,32.08
Share2,18-Jun-15,65.65,66.15,68.7,65.95,68.65,68.45,67.56,12450131,841085755.5,4458993,35.81
Share2,19-Jun-15,68.45,69.15,70.35,68.8,70,69.75,69.52,12064720,838748443.7,3544269,29.38
Share2,22-Jun-15,69.75,70.1,70.7,69.2,70.5,70.35,70.08,6256135,438436528.3,1809516,28.92
Share2,23-Jun-15,70.35,70.6,72.25,69.8,71.45,71.55,71.31,11423978,814597214.8,3091146,27.06
Share2,24-Jun-15,71.55,71.75,71.75,69.3,69.7,69.75,70.37,10233182,720158226.7,4273205,41.76
Share2,25-Jun-15,69.75,69.6,70.9,68.9,69.55,69.9,69.92,17336359,1212169303,10272886,59.26
Share2,26-Jun-15,69.9,69.7,71.6,69.15,71.35,71.35,70.58,12943464,913580426.5,4890948,37.79
Share2,29-Jun-15,71.35,69.5,71.25,68.5,71.1,70.95,69.86,9334295,652115451.8,2863186,30.67
Share2,30-Jun-15,70.95,71.1,72.7,71.05,72.6,72.55,72.21,13775539,994726435.3,4846145,35.18
Share2,1-Jul-15,72.55,72.95,74.9,72.9,74.25,74.1,74.16,16071848,1191880489,5853709,36.42
Share2,2-Jul-15,74.1,76.4,76.4,73.65,73.85,73.95,74.92,15076180,1129459964,4271560,28.33
Share2,3-Jul-15,73.95,73.9,73.95,72.4,72.85,72.7,72.97,7948704,580038261.4,2631802,33.11
Share2,6-Jul-15,72.7,70.35,73.9,70.35,73.75,73.7,72.67,7542591,548126098.4,2140909,28.38
Share2,7-Jul-15,73.7,74,74.5,72.55,72.9,72.95,73.46,6788784,498712212.5,2241050,33.01
Share2,8-Jul-15,72.95,72,73.15,71,71.2,71.25,71.88,7313331,525706017.6,2125514,29.06
Share2,9-Jul-15,71.25,71.75,71.95,70.75,71.3,71.2,71.4,4924949,351639369.7,1356908,27.55
Share2,10-Jul-15,71.2,71.95,72.25,71.25,71.6,71.65,71.66,4372547,313326829.3,1641749,37.55
Share2,13-Jul-15,71.65,72,73.15,71.3,72.9,72.75,72.46,7086157,513455097.7,2602170,36.72
Share2,14-Jul-15,72.75,72.8,74.85,72.4,74.05,74.25,73.91,17503044,1293612188,8663082,49.49
Share2,15-Jul-15,74.25,74.55,75.45,73.85,74.35,74.45,74.61,16647271,1242118932,8211991,49.33
Share2,16-Jul-15,74.45,74.8,74.95,73.9,74.35,74.4,74.38,7901855,587769951.9,3822364,48.37
Share2,17-Jul-15,74.4,74.65,75.9,74.1,75.15,75.15,75.06,9589925,719781667,3827777,39.91
Share2,20-Jul-15,75.15,75.25,78.05,75.1,78,77.65,76.53,16031008,1226871319,6349883,39.61
Share2,21-Jul-15,77.65,78.5,80.75,78.15,79.6,79.3,79.76,23024002,1836408941,8194462,35.59
Share2,22-Jul-15,79.3,79.05,81.65,79.05,81.45,81.35,80.93,12538660,1014706846,3722955,29.69
Share2,23-Jul-15,81.35,81.95,83.1,81.6,82.45,82.1,82.34,14105782,1161509006,4469973,31.69
Share2,24-Jul-15,82.1,82.2,82.2,79.9,80.9,80.5,81.2,8498149,690056070.1,3018272,35.52
Share2,27-Jul-15,80.5,80.25,82.2,79.25,80.9,80.9,81.13,12022376,975339737.1,4054263,33.72
Share2,28-Jul-15,80.9,81.5,83.7,80.9,83.5,83.3,82.38,14777267,1217393543,5905144,39.96
Share2,29-Jul-15,83.3,84,85.5,83.25,85.4,84.9,84.28,14147923,1192355414,4703272,33.24
Share2,30-Jul-15,84.9,85.7,86.4,83.85,84.35,84.15,85.14,17521790,1491732751,7760143,44.29
Share2,31-Jul-15,84.15,84.75,85.35,83.65,84.6,84.45,84.39,13613360,1148792876,7216046,53.01
Share2,3-Aug-15,84.45,85.6,86.25,84.6,84.85,84.95,85.27,7996468,681838381.6,2825798,35.34
Share2,4-Aug-15,84.95,85.25,88.4,84.2,88.3,88,86.39,18532315,1600994117,9558010,51.57
Share2,5-Aug-15,88,88.85,88.85,87.1,87.4,87.45,87.87,9781468,859473326.6,3322396,33.97
Share2,6-Aug-15,87.45,87.6,88.45,86.5,87.15,87.2,87.32,5865351,512186306.2,1324023,22.57
Share2,7-Aug-15,87.2,87,88.1,86.65,87.55,87.35,87.39,6801064,594324513.5,2215467,32.58
Share2,10-Aug-15,87.35,87.7,89.15,87.1,87.55,87.75,88.39,8384257,741094448.5,2732881,32.6
Share2,11-Aug-15,87.75,88.1,88.5,85.1,86.95,86.75,86.97,8060242,700981570.5,2436063,30.22
Share2,12-Aug-15,86.75,86.8,89.95,84.2,87.9,88.1,87.33,35475407,3098098898,6911338,19.48
Share2,13-Aug-15,88.1,89.5,90.4,87.55,88.85,88.4,89.17,25159388,2243575682,8289522,32.95
Share2,14-Aug-15,88.4,89.2,89.8,88.3,88.95,89.05,88.98,13834295,1231025363,5475254,39.58
Share2,17-Aug-15,89.05,89.05,92,86.9,91.75,91.65,90.2,22197833,2002337007,7634751,34.39
Share2,18-Aug-15,91.65,92.35,99.65,92.15,97.05,97.3,96.94,43015455,4169906054,8782499,20.42
Share2,19-Aug-15,97.3,96.85,99.15,95.25,95.5,95.45,96.3,24217851,2332299540,10641722,43.94
Share2,20-Aug-15,95.45,95.65,97.8,94.95,95.85,95.6,96.31,18647316,1795861212,7248743,38.87
Share2,21-Aug-15,95.6,93.95,95.5,92.45,95.2,95.1,94.1,12997813,1223057476,3786760,29.13
Share2,24-Aug-15,95.1,90.9,91.65,81.05,84,84.45,88.32,22241715,1964340500,7235981,32.53
Share2,25-Aug-15,84.45,85.55,88,77.85,87.15,86.5,83.5,31007018,2589051428,7615681,24.56
Share2,26-Aug-15,86.5,86.5,89.1,83.9,87.4,87.5,87.53,22066550,1931520850,8588372,38.92
Share2,27-Aug-15,87.5,90,91.9,89.2,91.75,91.5,90.66,23150418,2098728136,9987007,43.14
Share2,28-Aug-15,91.5,93.25,94.25,91.4,92.3,92.15,92.92,17021876,1581616422,7440596,43.71
Share2,31-Aug-15,92.15,92.4,93.45,89.85,90.25,90.3,91.35,13482019,1231608129,5317500,39.44
Share2,1-Sep-15,90.3,90.3,92.2,84.5,87.8,87.45,88.5,26892860,2380118051,8392729,31.21
Share2,2-Sep-15,87.45,89.15,89.7,85.5,86.25,85.95,86.95,15855837,1378623982,4482074,28.27
Share2,3-Sep-15,85.95,87,88.4,86.75,87.95,87.65,87.58,12620802,1105366564,4652546,36.86
Share2,4-Sep-15,87.65,89,89.75,84.2,85,85,86.15,22421978,1931643133,7240896,32.29
Share2,7-Sep-15,85,85.5,85.9,80.65,81.8,81.95,82.85,21329828,1767179741,5568575,26.11
Share2,8-Sep-15,81.95,82,83.55,80.6,81.95,82,82.1,28590049,2347267107,11461032,40.09
Share2,9-Sep-15,82,83.8,87.95,83,87.45,87.5,86.21,24786584,2136937397,8736914,35.25
Share2,10-Sep-15,87.5,85,87.65,84.1,87.65,87.25,85.87,18529069,1591171309,4659234,25.15
Share2,11-Sep-15,87.25,88.7,90.5,87.2,87.75,87.7,88.92,20625369,1834059910,5977916,28.98
Share2,14-Sep-15,87.7,88.35,89.85,87.7,89.45,89.5,88.83,11357209,1008816235,3491945,30.75
Share2,15-Sep-15,89.5,89.6,89.95,86.6,87.05,87.2,87.95,11417644,1004190511,3495292,30.61
Share2,16-Sep-15,87.2,88.35,88.6,86.4,86.9,87.2,87.38,8721283,762045480.5,2130661,24.43
Share2,18-Sep-15,87.2,88.8,89.9,87.65,88,87.95,88.71,12120781,1075174581,3712148,30.63
Share2,21-Sep-15,87.95,87.2,88.6,87,88.3,88.15,88.08,8831799,777878034.6,3306077,37.43
Share2,22-Sep-15,88.15,89.05,92.3,88,88.55,88.8,90.28,31852686,2875738113,10563090,33.16
Share2,23-Sep-15,88.8,87.95,91.1,87.25,91,90.6,89.85,13843753,1243897573,3660979,26.44
Share2,24-Sep-15,90.6,90.8,91.9,90.05,91.15,91.1,91.05,14527450,1322793000,4858573,33.44
Share2,28-Sep-15,91.1,91.85,92.9,90.35,90.85,90.55,91.68,11532538,1057354136,3499622,30.35
Share2,29-Sep-15,90.55,89.3,91.75,87.5,90.9,90.7,89.85,16672596,1498060595,3239693,19.43
Share2,30-Sep-15,90.7,91.45,92.5,91.2,92.35,92.25,91.9,12243220,1125145702,4409130,36.01
Share2,1-Oct-15,92.25,93.45,94.9,92.8,93.95,94.25,93.98,20135688,1892300718,5650526,28.06
Share2,5-Oct-15,94.25,95.3,96.2,93.9,94.8,94.7,94.89,15570012,1477417382,6540460,42.01
Share2,6-Oct-15,94.7,95.35,95.45,94.05,94.2,94.35,94.65,14090570,1333740053,6192668,43.95
Share2,7-Oct-15,94.35,94.5,94.5,92.8,92.85,93.05,93.44,16386172,1531065552,9230707,56.33
Share2,8-Oct-15,93.05,93.75,93.8,91,91.65,91.65,92.07,11058934,1018197663,4639247,41.95
Share2,9-Oct-15,91.65,92.25,92.9,91.15,92.15,92.2,92.05,10328236,950731844.7,4401079,42.61
Share2,12-Oct-15,92.2,92.5,94.35,92.2,94.25,93.85,93.23,11276855,1051350098,4827621,42.81
Share2,13-Oct-15,93.85,94.3,95.1,93.3,94.05,94.05,94.49,11328620,1070497554,3535083,31.2
Share2,14-Oct-15,94.05,93.9,95.1,93.65,95,94.85,94.7,11725205,1110431675,6145130,52.41
Share2,15-Oct-15,94.85,95.65,95.75,94.7,95.05,95,95.09,10537004,1001997277,5239657,49.73
Share2,16-Oct-15,95,95.3,96.5,94.9,96.15,96,95.94,9945773,954238066.3,4229677,42.53
Share2,19-Oct-15,96,96.35,96.8,95.7,95.9,96.05,96.23,7268779,699476566.7,2662796,36.63
Share2,20-Oct-15,96.05,95.9,97.2,95.75,96.45,96.25,96.57,9611736,928231902.6,4790544,49.84
Share2,21-Oct-15,96.25,96.5,97.2,94.7,95.65,95.8,96.15,9529194,916216521.9,3730739,39.15
Share2,23-Oct-15,95.8,96.7,96.7,94.6,95.1,95,95.24,9576721,912114371.1,4811515,50.24
Share2,26-Oct-15,95,95.45,95.45,92.25,92.55,92.7,93.11,8421351,784126584.3,3523814,41.84
Share2,27-Oct-15,92.7,92.45,93.75,91.2,92.95,92.9,92.8,9026784,837689275,2890015,32.02
Share2,28-Oct-15,92.9,93,93.1,90.8,91.05,91,91.8,17677356,1622789436,10282790,58.17
Share2,29-Oct-15,91,90.95,94.1,89.5,93.9,93.8,92.64,11474771,1062965919,5372486,46.82
Share2,30-Oct-15,93.8,94,95.05,92.7,93.85,93.7,94.01,14007650,1316847471,7786570,55.59
Share2,2-Nov-15,93.7,94,94.65,89.3,90.2,90.3,91.07,18444976,1679769148,9101084,49.34
Share2,3-Nov-15,90.3,90.5,91.1,89.2,90.35,90.3,90.31,15006331,1355259934,5977018,39.83
Share2,4-Nov-15,90.3,91.8,93.5,91.5,92.45,92.2,92.55,19743368,1827173429,6216624,31.49
Share2,5-Nov-15,92.2,91,91.5,86.4,86.7,86.8,88.16,47761162,4210496524,22916960,47.98
Share2,6-Nov-15,86.8,85.6,87.95,84.1,87.8,87.6,86.53,18725081,1620362570,5424773,28.97
Share2,9-Nov-15,87.6,83,89.5,82.75,88.9,88.95,88.03,13643273,1200955043,3733969,27.37
Share2,10-Nov-15,88.95,88.7,90.2,88.25,89.65,89.5,89.38,9965775,890698609.3,3295145,33.06
Share2,11-Nov-15,89.5,90.3,90.8,89.8,90.75,90.5,90.39,2706835,244673929.2,1252928,46.29
Share2,13-Nov-15,90.5,90.5,91.4,89.6,90.35,90.3,90.37,15518414,1402340366,7425300,47.85
Share2,16-Nov-15,90.3,90.3,91.15,90,90.7,90.7,90.6,7951538,720421636.1,3896803,49.01
Share2,17-Nov-15,90.7,90.95,92.45,90.8,91.95,91.95,91.89,13325472,1224543405,6484449,48.66
Share2,18-Nov-15,91.95,92.3,92.85,91.25,91.4,91.7,92.12,9202923,847780748.3,4444187,48.29
Share2,19-Nov-15,91.7,92.9,93.4,91.95,93,93.1,92.79,8910808,826833392.8,4699219,52.74
Share2,20-Nov-15,93.1,93,93.9,92.5,93.7,93.65,93.16,10688133,995732565.3,5831338,54.56
Share2,23-Nov-15,93.65,93.65,96.35,93.65,96.15,96.1,94.98,14312578,1359467232,7704645,53.83
Share2,24-Nov-15,96.1,96.25,96.8,94.3,94.85,94.8,95.26,10695107,1018834923,4412801,41.26
Share2,26-Nov-15,94.8,94.9,95.5,93.65,94,94.1,94.79,19628662,1860638004,12742660,64.92
Share2,27-Nov-15,94.1,97,98,95.5,97.8,97.6,96.78,19926585,1928441868,7393422,37.1
Share2,30-Nov-15,97.6,98.4,99.65,92.85,94.4,94.6,95.64,133420725,12760125273,89568106,67.13
Share2,1-Dec-15,94.6,95.5,95.5,93,93.15,93.4,93.89,20979908,1969780875,9483434,45.2
Share2,2-Dec-15,93.4,93.5,93.95,92.1,92.85,92.85,92.86,18001146,1671662136,7278668,40.43
Share2,3-Dec-15,92.85,92.5,93.3,91.55,92.05,91.95,92.36,14427086,1332471919,7935469,55
